Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"DI.14_ImitOn","DB703.DBX82.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.14_ImitOff","DB703.DBX82.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.14_HotChange","DB703.DBX82.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.15_Val","DB703.DBX84.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.15_Nch","DB703.INT86",Word,1,R/W,100,,,,,,,,,,"",
"DI.15_ImitOn","DB703.DBX88.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.15_ImitOff","DB703.DBX88.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.15_HotChange","DB703.DBX88.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.16_Val","DB703.DBX90.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.16_Nch","DB703.INT92",Word,1,R/W,100,,,,,,,,,,"",
"DI.16_ImitOn","DB703.DBX94.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.16_ImitOff","DB703.DBX94.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.16_HotChange","DB703.DBX94.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.17_Val","DB703.DBX96.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.17_Nch","DB703.INT98",Word,1,R/W,100,,,,,,,,,,"",
"DI.17_ImitOn","DB703.DBX100.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.17_ImitOff","DB703.DBX100.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.17_HotChange","DB703.DBX100.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.18_Val","DB703.DBX102.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.18_Nch","DB703.INT104",Word,1,R/W,100,,,,,,,,,,"",
"DI.18_ImitOn","DB703.DBX106.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.18_ImitOff","DB703.DBX106.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.18_HotChange","DB703.DBX106.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.19_Val","DB703.DBX108.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.19_Nch","DB703.INT110",Word,1,R/W,100,,,,,,,,,,"",
"DI.19_ImitOn","DB703.DBX112.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.19_ImitOff","DB703.DBX112.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.19_HotChange","DB703.DBX112.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.20_Val","DB703.DBX114.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.20_Nch","DB703.INT116",Word,1,R/W,100,,,,,,,,,,"",
"DI.20_ImitOn","DB703.DBX118.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.20_ImitOff","DB703.DBX118.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.20_HotChange","DB703.DBX118.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.21_Val","DB703.DBX120.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.21_Nch","DB703.INT122",Word,1,R/W,100,,,,,,,,,,"",
"DI.21_ImitOn","DB703.DBX124.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.21_ImitOff","DB703.DBX124.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.21_HotChange","DB703.DBX124.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.22_Val","DB703.DBX126.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.22_Nch","DB703.INT128",Word,1,R/W,100,,,,,,,,,,"",
"DI.22_ImitOn","DB703.DBX130.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.22_ImitOff","DB703.DBX130.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.22_HotChange","DB703.DBX130.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.23_Val","DB703.DBX132.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.23_Nch","DB703.INT134",Word,1,R/W,100,,,,,,,,,,"",
"DI.23_ImitOn","DB703.DBX136.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.23_ImitOff","DB703.DBX136.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.23_HotChange","DB703.DBX136.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.24_Val","DB703.DBX138.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.24_Nch","DB703.INT140",Word,1,R/W,100,,,,,,,,,,"",
"DI.24_ImitOn","DB703.DBX142.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.24_ImitOff","DB703.DBX142.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.24_HotChange","DB703.DBX142.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.25_Val","DB703.DBX144.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.25_Nch","DB703.INT146",Word,1,R/W,100,,,,,,,,,,"",
"DI.25_ImitOn","DB703.DBX148.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.25_ImitOff","DB703.DBX148.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.25_HotChange","DB703.DBX148.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.26_Val","DB703.DBX150.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.26_Nch","DB703.INT152",Word,1,R/W,100,,,,,,,,,,"",
"DI.26_ImitOn","DB703.DBX154.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.26_ImitOff","DB703.DBX154.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.26_HotChange","DB703.DBX154.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.27_Val","DB703.DBX156.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.27_Nch","DB703.INT158",Word,1,R/W,100,,,,,,,,,,"",
"DI.27_ImitOn","DB703.DBX160.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.27_ImitOff","DB703.DBX160.1",Boolean,1,R/W,100,,,,,,,,,,"",
